measure,location,sex,age,cause,metric,year,val,upper,lower
Prevalence,Alaska,Both,All Ages,Drug use disorders,Percent,1990,0.0288260539756,0.0307038447114,0.0270042226625
Prevalence,Alaska,Both,All Ages,Opioid use disorders,Percent,1990,0.00840773747825,0.00927988450281,0.00760356282426
Prevalence,Alaska,Both,All Ages,Cocaine use disorders,Percent,1990,0.00661732559875,0.00715144603608,0.00614494024094
Prevalence,Alaska,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00130575475579,0.00178662819208,0.00092424791495
Prevalence,Alaska,Both,All Ages,Cannabis use disorders,Percent,1990,0.0118038861033,0.0133393021427,0.0104573915393
Prevalence,Alaska,Both,All Ages,Other drug use disorders,Percent,1990,0.00128093783798,0.00141664683926,0.00115210483578
Prevalence,Oregon,Both,All Ages,Drug use disorders,Percent,1991,0.0406039749934,0.0422467282664,0.0387694498236
Prevalence,Oregon,Both,All Ages,Opioid use disorders,Percent,1991,0.0195768012072,0.0210211290503,0.018096674086
Prevalence,Oregon,Both,All Ages,Cocaine use disorders,Percent,1991,0.00429777119571,0.0047659567593,0.00390078098587
Prevalence,Oregon,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00556773333227,0.00606508531699,0.00512179915648
Prevalence,Oregon,Both,All Ages,Cannabis use disorders,Percent,1991,0.0111200895531,0.0123488988529,0.0100536032578
Prevalence,Oregon,Both,All Ages,Other drug use disorders,Percent,1991,0.00121651944553,0.00131904693322,0.00110157423644
Prevalence,United States,Both,All Ages,Drug use disorders,Percent,1991,0.0313063807161,0.0327274913014,0.029856976024
Prevalence,United States,Both,All Ages,Opioid use disorders,Percent,1991,0.0132712347484,0.014359641358,0.0121806508782
Prevalence,United States,Both,All Ages,Cocaine use disorders,Percent,1991,0.00585184786267,0.00620199629124,0.00553092468503
Prevalence,United States,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00258984125386,0.00299639843639,0.00225227851966
Prevalence,United States,Both,All Ages,Cannabis use disorders,Percent,1991,0.00914536121461,0.0100605218627,0.00816638276128
Prevalence,United States,Both,All Ages,Other drug use disorders,Percent,1991,0.00117847971914,0.00127415614715,0.00107873782474
Prevalence,Oklahoma,Both,All Ages,Drug use disorders,Percent,1990,0.033407170572,0.034963927705,0.0318075291512
Prevalence,Oklahoma,Both,All Ages,Opioid use disorders,Percent,1990,0.0176974774207,0.0186215438378,0.0167377332732
Prevalence,Oklahoma,Both,All Ages,Cocaine use disorders,Percent,1990,0.00333242782655,0.00376473573507,0.00293629119281
Prevalence,Oklahoma,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00508414405275,0.00556429819806,0.00467678892602
Prevalence,Oklahoma,Both,All Ages,Cannabis use disorders,Percent,1990,0.00702262005241,0.00825797235262,0.00598367147821
Prevalence,Oklahoma,Both,All Ages,Other drug use disorders,Percent,1990,0.00107340843652,0.00118488939534,0.000967851378369
Prevalence,Louisiana,Both,All Ages,Drug use disorders,Percent,1991,0.0357113385584,0.0373929422071,0.0339859202355
Prevalence,Louisiana,Both,All Ages,Opioid use disorders,Percent,1991,0.01778921054,0.0191173493135,0.0165487732103
Prevalence,Louisiana,Both,All Ages,Cocaine use disorders,Percent,1991,0.00562620119394,0.00606433573563,0.00524804961287
Prevalence,Louisiana,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00426835464311,0.00483973185613,0.00380845709855
Prevalence,Louisiana,Both,All Ages,Cannabis use disorders,Percent,1991,0.00780710893401,0.00877648558962,0.00675540185826
Prevalence,Louisiana,Both,All Ages,Other drug use disorders,Percent,1991,0.00113859265428,0.00123548532569,0.00102530404851
Prevalence,Alabama,Both,All Ages,Drug use disorders,Percent,1991,0.0284112958894,0.0301112233575,0.0261841593309
Prevalence,Alabama,Both,All Ages,Opioid use disorders,Percent,1991,0.0138147083901,0.0149564877606,0.0126450729428
Prevalence,Alabama,Both,All Ages,Cocaine use disorders,Percent,1991,0.00440809869296,0.00481345127058,0.00402534632631
Prevalence,Alabama,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00258182992702,0.00308327032662,0.00220516838659
Prevalence,Alabama,Both,All Ages,Cannabis use disorders,Percent,1991,0.00712901301295,0.00832620874859,0.00607951168567
Prevalence,Maryland,Both,All Ages,Drug use disorders,Percent,1992,0.0331944771311,0.0354659948034,0.0309100291324
Prevalence,Maryland,Both,All Ages,Opioid use disorders,Percent,1992,0.0148056828702,0.0160956189486,0.0129664973603
Prevalence,Maryland,Both,All Ages,Cocaine use disorders,Percent,1992,0.00517806329089,0.00560325832605,0.00467774958509
Prevalence,Maryland,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00387986894976,0.00434406195313,0.00344791859024
Prevalence,Maryland,Both,All Ages,Cannabis use disorders,Percent,1992,0.00896990117452,0.0100469215609,0.00800920111339
Prevalence,Maryland,Both,All Ages,Other drug use disorders,Percent,1992,0.00115069398432,0.00126601701273,0.00105019190934
Prevalence,Alabama,Both,All Ages,Drug use disorders,Percent,1992,0.0282958998554,0.0301092806958,0.0261511379628
Prevalence,Alabama,Both,All Ages,Opioid use disorders,Percent,1992,0.0137099247823,0.0148324509161,0.0125701805272
Prevalence,Alabama,Both,All Ages,Cocaine use disorders,Percent,1992,0.00439889485911,0.00479909911518,0.00401884335283
Prevalence,Alabama,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00256829621285,0.00306585532128,0.00219409960406
Prevalence,Alabama,Both,All Ages,Cannabis use disorders,Percent,1992,0.00713026363299,0.00831638270291,0.00607544326194
Prevalence,Maryland,Both,All Ages,Drug use disorders,Percent,1991,0.033643159118,0.0359782311264,0.0313376488465
Prevalence,Maryland,Both,All Ages,Opioid use disorders,Percent,1991,0.0150354407428,0.0163408654874,0.0131528868989
Prevalence,Maryland,Both,All Ages,Cocaine use disorders,Percent,1991,0.00523225080995,0.00566708935451,0.0047211637176
Prevalence,Maryland,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00394171724943,0.0044153117056,0.00350676876528
Prevalence,Maryland,Both,All Ages,Cannabis use disorders,Percent,1991,0.00910769239631,0.0101993725941,0.00813322884383
Prevalence,Maryland,Both,All Ages,Other drug use disorders,Percent,1991,0.00113244953818,0.00124566066694,0.00103415742314
Prevalence,Pennsylvania,Both,All Ages,Drug use disorders,Percent,1991,0.034636992219,0.0362904776333,0.0328388507884
Prevalence,Pennsylvania,Both,All Ages,Opioid use disorders,Percent,1991,0.0183964274312,0.0197518415035,0.0170110400404
Prevalence,Pennsylvania,Both,All Ages,Cocaine use disorders,Percent,1991,0.00654719892984,0.00697152603156,0.00614133131753
Prevalence,Alabama,Both,All Ages,Drug use disorders,Percent,1990,0.028490309765,0.030125797502,0.0269608913215
Prevalence,Alabama,Both,All Ages,Opioid use disorders,Percent,1990,0.0139113425307,0.0148616877341,0.0130020500354
Prevalence,Alabama,Both,All Ages,Cocaine use disorders,Percent,1990,0.00442319841893,0.00490068471513,0.0039980367253
Prevalence,Alabama,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00259793897915,0.00308905018046,0.00219657335691
Prevalence,Alabama,Both,All Ages,Cannabis use disorders,Percent,1990,0.0071361500617,0.0083577692959,0.00604765570715
Prevalence,Alabama,Both,All Ages,Other drug use disorders,Percent,1991,0.00104544846423,0.00114825415078,0.000953023876151
Prevalence,Maine,Both,All Ages,Cannabis use disorders,Percent,1991,0.00878414147546,0.0100896179944,0.00780472892447
Prevalence,Maine,Both,All Ages,Other drug use disorders,Percent,1991,0.00112622805528,0.00123256371329,0.00101891013499
Prevalence,Maine,Both,All Ages,Drug use disorders,Percent,1991,0.031042815325,0.0326887105961,0.0293577172842
Prevalence,Rhode Island,Both,All Ages,Drug use disorders,Percent,1992,0.0512139613981,0.0534071428598,0.0494708678436
Prevalence,Rhode Island,Both,All Ages,Opioid use disorders,Percent,1992,0.0190605207256,0.0202426352233,0.0174822207596
Prevalence,Rhode Island,Both,All Ages,Cocaine use disorders,Percent,1992,0.0143714623333,0.0150360666586,0.013902579804
Prevalence,Rhode Island,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00599772825682,0.0065632016612,0.0054434468074
Prevalence,Rhode Island,Both,All Ages,Cannabis use disorders,Percent,1992,0.0124848465382,0.0137809235585,0.0112218302851
Prevalence,Rhode Island,Both,All Ages,Other drug use disorders,Percent,1992,0.00117340357972,0.00127793007758,0.00106573229303
Prevalence,Alabama,Both,All Ages,Other drug use disorders,Percent,1992,0.00108172769909,0.00118823097961,0.000986884712298
Prevalence,Rhode Island,Both,All Ages,Cocaine use disorders,Percent,1990,0.014614802671,0.0151897851379,0.0141165550557
Prevalence,Rhode Island,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00612409828511,0.00661703200915,0.005632670695
Prevalence,Rhode Island,Both,All Ages,Cannabis use disorders,Percent,1990,0.0126308762158,0.0139508476416,0.01136746187
Prevalence,Rhode Island,Both,All Ages,Other drug use disorders,Percent,1990,0.00109836732381,0.00121487896415,0.000998250143769
Prevalence,Rhode Island,Both,All Ages,Drug use disorders,Percent,1991,0.0516259622584,0.0538734538818,0.0498682358569
Prevalence,Rhode Island,Both,All Ages,Opioid use disorders,Percent,1991,0.0192444684798,0.0204484589136,0.0176388610346
Prevalence,Rhode Island,Both,All Ages,Cocaine use disorders,Percent,1991,0.0145010646516,0.0151725025984,0.014029490453
Prevalence,Rhode Island,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00606954085278,0.00664102034632,0.0055078699747
Prevalence,Rhode Island,Both,All Ages,Cannabis use disorders,Percent,1991,0.0125845267848,0.0139021670501,0.0113006789925
Prevalence,Rhode Island,Both,All Ages,Other drug use disorders,Percent,1991,0.00113716025501,0.00124039197643,0.00103253160487
Prevalence,Rhode Island,Both,All Ages,Drug use disorders,Percent,1990,0.0518779521069,0.0537704376975,0.0501314580624
Prevalence,Rhode Island,Both,All Ages,Opioid use disorders,Percent,1990,0.0193298556951,0.0203127221141,0.0183828357528
Prevalence,Arkansas,Both,All Ages,Drug use disorders,Percent,1992,0.0345147231565,0.0362071365315,0.0327829161592
Prevalence,Arkansas,Both,All Ages,Opioid use disorders,Percent,1992,0.0128206624041,0.0143409543189,0.0115894783403
Prevalence,Arkansas,Both,All Ages,Cocaine use disorders,Percent,1992,0.00657232078361,0.00706111115781,0.00614590635919
Prevalence,Arkansas,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00644297271115,0.00704339460784,0.00598695709965
Prevalence,Arkansas,Both,All Ages,Cannabis use disorders,Percent,1992,0.00859016040085,0.00982926206861,0.00764103277317
Prevalence,Arkansas,Both,All Ages,Other drug use disorders,Percent,1992,0.000963448291731,0.00105358969574,0.000875689316271
Prevalence,South Carolina,Both,All Ages,Drug use disorders,Percent,1992,0.03420146014,0.0360662716847,0.0322779824633
Prevalence,South Carolina,Both,All Ages,Opioid use disorders,Percent,1992,0.0160283303472,0.0172481100862,0.0144014064084
Prevalence,South Carolina,Both,All Ages,Cocaine use disorders,Percent,1992,0.00805617862937,0.00853638964906,0.00758594513938
Prevalence,South Carolina,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00272690604065,0.00325657734792,0.00238390877603
Prevalence,South Carolina,Both,All Ages,Cannabis use disorders,Percent,1992,0.00711347859779,0.00823181197247,0.00600708892375
Prevalence,South Carolina,Both,All Ages,Other drug use disorders,Percent,1992,0.00111072452415,0.00122325503607,0.00101787313812
Prevalence,Maine,Both,All Ages,Drug use disorders,Percent,1990,0.0313711967539,0.0330736230117,0.0298051458464
Prevalence,Maine,Both,All Ages,Opioid use disorders,Percent,1990,0.0143769367573,0.015273384425,0.0134617677835
Prevalence,Maine,Both,All Ages,Cocaine use disorders,Percent,1990,0.00304006184637,0.00348021187542,0.00267553247537
Prevalence,Maine,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00464895802824,0.00515818314672,0.00418017801025
Prevalence,Pennsylvania,Both,All Ages,Amphetamine use disorders,Percent,1990,0.0020493602581,0.00247804812734,0.00169021809165
Prevalence,Pennsylvania,Both,All Ages,Cannabis use disorders,Percent,1990,0.0073186722924,0.00854912953866,0.00625676228251
Prevalence,Pennsylvania,Both,All Ages,Other drug use disorders,Percent,1990,0.00120767237122,0.00132186275177,0.00110134290671
Prevalence,California,Both,All Ages,Drug use disorders,Percent,1990,0.0314312708929,0.0333305654771,0.0296489619277
Prevalence,California,Both,All Ages,Opioid use disorders,Percent,1990,0.010249721422,0.0111169807046,0.00943241773644
Prevalence,California,Both,All Ages,Cocaine use disorders,Percent,1990,0.00473644449039,0.00522782032062,0.00423119559912
Prevalence,California,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00316419411141,0.00368295255131,0.00270969118728
Prevalence,California,Both,All Ages,Cannabis use disorders,Percent,1990,0.0127506029506,0.0142190873607,0.0113868321096
Prevalence,California,Both,All Ages,Other drug use disorders,Percent,1990,0.00125896982012,0.00138730948003,0.00114344991663
Prevalence,Arkansas,Both,All Ages,Drug use disorders,Percent,1991,0.0346844791164,0.0363706760073,0.0329344606724
Prevalence,Arkansas,Both,All Ages,Opioid use disorders,Percent,1991,0.0129783532497,0.0145226688786,0.0117301722514
Prevalence,Arkansas,Both,All Ages,Cocaine use disorders,Percent,1991,0.00659007300984,0.00708887038852,0.00616128781209
Prevalence,Arkansas,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00647004944136,0.00707439356902,0.00600943262008
Prevalence,Arkansas,Both,All Ages,Cannabis use disorders,Percent,1991,0.00859406042541,0.00984221232218,0.00764409242683
Prevalence,Arkansas,Both,All Ages,Other drug use disorders,Percent,1991,0.000936291647928,0.00102517576809,0.000849048990036
Prevalence,Minnesota,Both,All Ages,Drug use disorders,Percent,1992,0.0219577990449,0.0233352644263,0.020382579104
Prevalence,Minnesota,Both,All Ages,Opioid use disorders,Percent,1992,0.00624629139561,0.00687215768724,0.00547216277723
Prevalence,Minnesota,Both,All Ages,Cocaine use disorders,Percent,1992,0.00316431853917,0.00355937220516,0.00274864084497
Prevalence,Minnesota,Both,All Ages,Amphetamine use disorders,Percent,1992,0.0036077717276,0.00411795217547,0.00319357197523
Prevalence,Minnesota,Both,All Ages,Cannabis use disorders,Percent,1992,0.00823617769409,0.00927682654726,0.00713749182889
Prevalence,Minnesota,Both,All Ages,Other drug use disorders,Percent,1992,0.00105009659221,0.00114745824984,0.000950642061139
Prevalence,Minnesota,Both,All Ages,Drug use disorders,Percent,1990,0.0222656659012,0.0238307575763,0.020800706345
Prevalence,Minnesota,Both,All Ages,Opioid use disorders,Percent,1990,0.00635470740902,0.00716793463252,0.00563655926586
Prevalence,Minnesota,Both,All Ages,Cocaine use disorders,Percent,1990,0.00320235261483,0.00363998151588,0.00281699941922
Prevalence,Minnesota,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00368828417508,0.00415683899506,0.00324408293456
Prevalence,Minnesota,Both,All Ages,Cannabis use disorders,Percent,1990,0.0083825844012,0.00963214109159,0.00719998509492
Prevalence,Minnesota,Both,All Ages,Other drug use disorders,Percent,1990,0.000999039727019,0.00110777167824,0.000891738562263
Prevalence,Alaska,Both,All Ages,Drug use disorders,Percent,1991,0.0285174457975,0.030175820307,0.026775490549
Prevalence,Alaska,Both,All Ages,Opioid use disorders,Percent,1991,0.00837100666715,0.00934866621644,0.00740348572924
Prevalence,Alaska,Both,All Ages,Cocaine use disorders,Percent,1991,0.00655107234707,0.00701913885972,0.00608023474505
Prevalence,Alaska,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00130410427172,0.00167532610291,0.000977297565407
Prevalence,Texas,Both,All Ages,Drug use disorders,Percent,1992,0.0246922460208,0.0261713567543,0.0232115449294
Prevalence,Texas,Both,All Ages,Opioid use disorders,Percent,1992,0.00782079954415,0.00858064750105,0.00695734377319
Prevalence,Texas,Both,All Ages,Cocaine use disorders,Percent,1992,0.00592888972348,0.00631778860689,0.00545282252454
Prevalence,Texas,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00195838020498,0.00248678212023,0.00160266153711
Prevalence,Mississippi,Both,All Ages,Drug use disorders,Percent,1991,0.0276309394783,0.0292465619556,0.0260085832233
Prevalence,Mississippi,Both,All Ages,Opioid use disorders,Percent,1991,0.0103967575481,0.0115344003124,0.00930988626123
Prevalence,Mississippi,Both,All Ages,Cocaine use disorders,Percent,1991,0.00648357254252,0.00700606977732,0.00607122274305
Prevalence,Mississippi,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00205925749412,0.00253262722943,0.00168657468649
Prevalence,Mississippi,Both,All Ages,Cannabis use disorders,Percent,1991,0.00836351201992,0.00954538795744,0.00730665739143
Prevalence,Oregon,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00558452809891,0.00599105861004,0.00516038991803
Prevalence,Oregon,Both,All Ages,Cannabis use disorders,Percent,1990,0.0111153797719,0.0123262385148,0.00996028634647
Prevalence,Oregon,Both,All Ages,Other drug use disorders,Percent,1990,0.00118148341806,0.00130372952298,0.00107180844847
Prevalence,Massachusetts,Both,All Ages,Drug use disorders,Percent,1992,0.040289688411,0.0422506406041,0.038314489861
Prevalence,Massachusetts,Both,All Ages,Opioid use disorders,Percent,1992,0.0213040458181,0.0229990194441,0.0197443251569
Prevalence,Massachusetts,Both,All Ages,Cocaine use disorders,Percent,1992,0.00616866282628,0.00663479888873,0.0057702625797
Prevalence,Massachusetts,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00234268687661,0.00285046713516,0.00195910109176
Prevalence,Massachusetts,Both,All Ages,Cannabis use disorders,Percent,1992,0.0102617897719,0.0115752444533,0.00918611390739
Prevalence,Tennessee,Both,All Ages,Drug use disorders,Percent,1992,0.0350797800876,0.0373186732412,0.0333384669665
Prevalence,Tennessee,Both,All Ages,Opioid use disorders,Percent,1992,0.0186509024056,0.0203596248016,0.0170253652422
Prevalence,Tennessee,Both,All Ages,Cocaine use disorders,Percent,1992,0.00567650421507,0.00613339718817,0.00530234693219
Prevalence,Tennessee,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00342394553738,0.00394858767302,0.00299267485728
Prevalence,Tennessee,Both,All Ages,Cannabis use disorders,Percent,1992,0.00695324810068,0.00794756676219,0.00595063603194
Prevalence,Tennessee,Both,All Ages,Other drug use disorders,Percent,1992,0.00122119201288,0.0013185241388,0.0011164220043
Prevalence,Massachusetts,Both,All Ages,Other drug use disorders,Percent,1990,0.00126443630954,0.00139357614718,0.00114479500798
Prevalence,Mississippi,Both,All Ages,Other drug use disorders,Percent,1992,0.000971202618985,0.00105618894142,0.000889261129554
Prevalence,Texas,Both,All Ages,Cannabis use disorders,Percent,1990,0.00836599972703,0.00964095463105,0.00717501723863
Prevalence,Texas,Both,All Ages,Other drug use disorders,Percent,1990,0.00106679694745,0.00118022801539,0.00096196823487
Prevalence,California,Both,All Ages,Drug use disorders,Percent,1992,0.0309772836588,0.0326698225993,0.0293176299621
Prevalence,California,Both,All Ages,Opioid use disorders,Percent,1992,0.0101140000825,0.0113317801909,0.0091224561419
Prevalence,California,Both,All Ages,Cocaine use disorders,Percent,1992,0.00467230826752,0.00509363234679,0.00433848589726
Prevalence,California,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00309795198615,0.00363457394524,0.00267056274603
Prevalence,California,Both,All Ages,Cannabis use disorders,Percent,1992,0.012520029904,0.0137052999199,0.0113814764377
Prevalence,California,Both,All Ages,Other drug use disorders,Percent,1992,0.00130655039968,0.00144116853556,0.00118816974382
Prevalence,Texas,Both,All Ages,Cannabis use disorders,Percent,1991,0.00832809601539,0.00941396559444,0.00732361226995
Prevalence,Texas,Both,All Ages,Other drug use disorders,Percent,1991,0.00109475463229,0.00120857969053,0.00100803536831
Prevalence,Arizona,Both,All Ages,Drug use disorders,Percent,1991,0.0386181693391,0.040722669956,0.036914163825
Prevalence,Arizona,Both,All Ages,Opioid use disorders,Percent,1991,0.018264768321,0.0197052921021,0.0169514588771
Prevalence,Arizona,Both,All Ages,Cocaine use disorders,Percent,1991,0.00473216602052,0.00514590164397,0.00429753510527
Prevalence,Arizona,Both,All Ages,Amphetamine use disorders,Percent,1991,0.00558428020077,0.00618780109682,0.0050574694279
Prevalence,Arizona,Both,All Ages,Cannabis use disorders,Percent,1991,0.00997445299035,0.0111037458644,0.00892030864733
Prevalence,Arizona,Both,All Ages,Other drug use disorders,Percent,1991,0.00119695065237,0.00129773395618,0.00108422983394
Prevalence,Oregon,Both,All Ages,Drug use disorders,Percent,1990,0.0406199943032,0.0422302738106,0.0390194349584
Prevalence,Oregon,Both,All Ages,Opioid use disorders,Percent,1990,0.019641028891,0.0205678709975,0.0186289730514
Prevalence,Oregon,Both,All Ages,Cocaine use disorders,Percent,1990,0.00429801020583,0.00473199443075,0.00388565921805
Prevalence,Arizona,Both,All Ages,Drug use disorders,Percent,1990,0.0387340310439,0.0405132176521,0.0371032406866
Prevalence,Arizona,Both,All Ages,Opioid use disorders,Percent,1990,0.0182895902649,0.0193149382073,0.0173401428322
Prevalence,Arizona,Both,All Ages,Cocaine use disorders,Percent,1990,0.00473876576673,0.00518137711436,0.00432772562987
Prevalence,Arizona,Both,All Ages,Amphetamine use disorders,Percent,1990,0.00562849893751,0.00612596270044,0.00515269093562
Prevalence,Arizona,Both,All Ages,Cannabis use disorders,Percent,1990,0.0100214081928,0.0113410074309,0.00882464477076
Prevalence,Arizona,Both,All Ages,Other drug use disorders,Percent,1990,0.00116218273323,0.00126961347217,0.001057261689
Prevalence,United States,Both,All Ages,Drug use disorders,Percent,1992,0.0311340670986,0.0325440541411,0.0296568759006
Prevalence,United States,Both,All Ages,Opioid use disorders,Percent,1992,0.013170466497,0.0142478194735,0.0120963230414
Prevalence,United States,Both,All Ages,Cocaine use disorders,Percent,1992,0.00581866096734,0.00616567577157,0.00550133990455
Prevalence,United States,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00257324301094,0.00297525421413,0.00223886910762
Prevalence,United States,Both,All Ages,Cannabis use disorders,Percent,1992,0.00909056864393,0.00999634238852,0.00812782670381
Prevalence,Connecticut,Both,All Ages,Drug use disorders,Percent,1992,0.0382825562471,0.0398114411823,0.0366120918187
Prevalence,Connecticut,Both,All Ages,Opioid use disorders,Percent,1992,0.0169876234565,0.018516212719,0.0155935707569
Prevalence,Connecticut,Both,All Ages,Cocaine use disorders,Percent,1992,0.00829433715588,0.00874898813426,0.00789457715773
Prevalence,Connecticut,Both,All Ages,Amphetamine use disorders,Percent,1992,0.00336318204079,0.00386918847467,0.0029727091072
Prevalence,Connecticut,Both,All Ages,Cannabis use disorders,Percent,1992,0.00946699704065,0.0105795778892,0.00842687248878
Prevalence,Connecticut,Both,All Ages,Other drug use disorders,Percent,1992,0.00123727041651,0.00135771144795,0.00113315642878
