"","location","cause","year","val","state","code","Number"
"75","Alaska","Amphetamine use disorders",2010,0.00162730783591,2,"AK",0.067777625179031
"76","Alaska","Amphetamine use disorders",2011,0.00169491858405,2,"AK",0.067777625179031
"77","Alaska","Amphetamine use disorders",2012,0.00177819992693,2,"AK",0.067777625179031
"78","Alaska","Amphetamine use disorders",2013,0.00187554586967,2,"AK",0.067777625179031
"79","Alaska","Amphetamine use disorders",2014,0.00195335871226,2,"AK",0.067777625179031
"80","Alaska","Amphetamine use disorders",2015,0.00203416072601,2,"AK",0.067777625179031
"81","Alaska","Amphetamine use disorders",2016,0.00211938311633,2,"AK",0.067777625179031
"82","Alaska","Opioid use disorders",1990,0.00840773747825,2,"AK",0.067777625179031
"83","Alaska","Opioid use disorders",1991,0.00837100666715,2,"AK",0.067777625179031
"84","Alaska","Opioid use disorders",1992,0.00837944290721,2,"AK",0.067777625179031
"85","Alaska","Opioid use disorders",1993,0.00832378753674,2,"AK",0.067777625179031
"86","Alaska","Opioid use disorders",1994,0.00825274630371,2,"AK",0.067777625179031
"87","Alaska","Opioid use disorders",1995,0.00818214057213,2,"AK",0.067777625179031
"88","Alaska","Opioid use disorders",1996,0.00837668702007,2,"AK",0.067777625179031
"89","Alaska","Opioid use disorders",1997,0.00856331405556,2,"AK",0.067777625179031
"90","Alaska","Opioid use disorders",1998,0.00880221419996,2,"AK",0.067777625179031
"91","Alaska","Opioid use disorders",1999,0.00915231832499,2,"AK",0.067777625179031
"92","Alaska","Opioid use disorders",2000,0.00953671985092,2,"AK",0.067777625179031
"93","Alaska","Opioid use disorders",2001,0.00950099336182,2,"AK",0.067777625179031
"94","Alaska","Opioid use disorders",2002,0.00949923356646,2,"AK",0.067777625179031
"95","Alaska","Opioid use disorders",2003,0.0095122695277,2,"AK",0.067777625179031
"96","Alaska","Opioid use disorders",2004,0.00957793841178,2,"AK",0.067777625179031
"97","Alaska","Opioid use disorders",2005,0.00965855413013,2,"AK",0.067777625179031
"98","Alaska","Opioid use disorders",2006,0.00981895909236,2,"AK",0.067777625179031
"99","Alaska","Opioid use disorders",2007,0.0100032372661,2,"AK",0.067777625179031
"100","Alaska","Opioid use disorders",2008,0.010208363675,2,"AK",0.067777625179031
"101","Alaska","Opioid use disorders",2009,0.0102607467025,2,"AK",0.067777625179031
"102","Alaska","Opioid use disorders",2010,0.0106171196702,2,"AK",0.067777625179031
"103","Alaska","Opioid use disorders",2011,0.0108763134442,2,"AK",0.067777625179031
"104","Alaska","Opioid use disorders",2012,0.0112629476705,2,"AK",0.067777625179031
"105","Alaska","Opioid use disorders",2013,0.0116928674658,2,"AK",0.067777625179031
"106","Alaska","Opioid use disorders",2014,0.0119862651098,2,"AK",0.067777625179031
"107","Alaska","Opioid use disorders",2015,0.0122833856903,2,"AK",0.067777625179031
"108","Alaska","Opioid use disorders",2016,0.0125902778348,2,"AK",0.067777625179031
"109","Arizona","Amphetamine use disorders",1990,0.00562849893751,4,"AZ",0.0546272355307513
"110","Arizona","Amphetamine use disorders",1991,0.00558428020077,4,"AZ",0.0546272355307513
"111","Arizona","Amphetamine use disorders",1992,0.00554648427806,4,"AZ",0.0546272355307513
"112","Arizona","Amphetamine use disorders",1993,0.00550293848818,4,"AZ",0.0546272355307513
"113","Arizona","Amphetamine use disorders",1994,0.00550057758677,4,"AZ",0.0546272355307513
"114","Arizona","Amphetamine use disorders",1995,0.00547466989749,4,"AZ",0.0546272355307513
"115","Arizona","Amphetamine use disorders",1996,0.00550134613151,4,"AZ",0.0546272355307513
"116","Arizona","Amphetamine use disorders",1997,0.00554849885926,4,"AZ",0.0546272355307513
"117","Arizona","Amphetamine use disorders",1998,0.00556346592917,4,"AZ",0.0546272355307513
"118","Arizona","Amphetamine use disorders",1999,0.00559209690969,4,"AZ",0.0546272355307513
"119","Arizona","Amphetamine use disorders",2000,0.00562713311012,4,"AZ",0.0546272355307513
"120","Arizona","Amphetamine use disorders",2001,0.00558231453414,4,"AZ",0.0546272355307513
"121","Arizona","Amphetamine use disorders",2002,0.00553693667204,4,"AZ",0.0546272355307513
"122","Arizona","Amphetamine use disorders",2003,0.00548237981916,4,"AZ",0.0546272355307513
"123","Arizona","Amphetamine use disorders",2004,0.00543211044648,4,"AZ",0.0546272355307513
"124","Arizona","Amphetamine use disorders",2005,0.00538552149293,4,"AZ",0.0546272355307513
"125","Arizona","Amphetamine use disorders",2006,0.00537520546805,4,"AZ",0.0546272355307513
"126","Arizona","Amphetamine use disorders",2007,0.00535655150232,4,"AZ",0.0546272355307513
"127","Arizona","Amphetamine use disorders",2008,0.00532683671135,4,"AZ",0.0546272355307513
"128","Arizona","Amphetamine use disorders",2009,0.00528627915156,4,"AZ",0.0546272355307513
"129","Arizona","Amphetamine use disorders",2010,0.00524864900007,4,"AZ",0.0546272355307513
"130","Arizona","Amphetamine use disorders",2011,0.00526164095271,4,"AZ",0.0546272355307513
"131","Arizona","Amphetamine use disorders",2012,0.0052761113188,4,"AZ",0.0546272355307513
"132","Arizona","Amphetamine use disorders",2013,0.00528238087195,4,"AZ",0.0546272355307513
"133","Arizona","Amphetamine use disorders",2014,0.00529421295098,4,"AZ",0.0546272355307513
"134","Arizona","Amphetamine use disorders",2015,0.00530080552061,4,"AZ",0.0546272355307513
"135","Arizona","Amphetamine use disorders",2016,0.00530586139394,4,"AZ",0.0546272355307513
"136","Arizona","Opioid use disorders",1990,0.0182895902649,4,"AZ",0.0546272355307513
"137","Arizona","Opioid use disorders",1991,0.018264768321,4,"AZ",0.0546272355307513
"138","Arizona","Opioid use disorders",1992,0.0182111903518,4,"AZ",0.0546272355307513
"139","Arizona","Opioid use disorders",1993,0.018099017316,4,"AZ",0.0546272355307513
"140","Arizona","Opioid use disorders",1994,0.0181224974707,4,"AZ",0.0546272355307513
"141","Arizona","Opioid use disorders",1995,0.0180211067675,4,"AZ",0.0546272355307513
"142","Arizona","Opioid use disorders",1996,0.0178264053304,4,"AZ",0.0546272355307513
"143","Arizona","Opioid use disorders",1997,0.0177116637765,4,"AZ",0.0546272355307513
"144","Arizona","Opioid use disorders",1998,0.0174783888855,4,"AZ",0.0546272355307513
"145","Arizona","Opioid use disorders",1999,0.0173214599688,4,"AZ",0.0546272355307513
"146","Arizona","Opioid use disorders",2000,0.0172226358538,4,"AZ",0.0546272355307513
"147","Arizona","Opioid use disorders",2001,0.0171762158071,4,"AZ",0.0546272355307513
"148","Arizona","Opioid use disorders",2002,0.0171129436464,4,"AZ",0.0546272355307513
"149","Arizona","Opioid use disorders",2003,0.0170201700988,4,"AZ",0.0546272355307513
"150","Arizona","Opioid use disorders",2004,0.0169527343007,4,"AZ",0.0546272355307513
"151","Arizona","Opioid use disorders",2005,0.0169085877957,4,"AZ",0.0546272355307513
"152","Arizona","Opioid use disorders",2006,0.0169304364408,4,"AZ",0.0546272355307513
"153","Arizona","Opioid use disorders",2007,0.0169035645032,4,"AZ",0.0546272355307513
"154","Arizona","Opioid use disorders",2008,0.0168444099268,4,"AZ",0.0546272355307513
"155","Arizona","Opioid use disorders",2009,0.0167696488627,4,"AZ",0.0546272355307513
"156","Arizona","Opioid use disorders",2010,0.0167260606575,4,"AZ",0.0546272355307513
"157","Arizona","Opioid use disorders",2011,0.0168007735528,4,"AZ",0.0546272355307513
"158","Arizona","Opioid use disorders",2012,0.016863081447,4,"AZ",0.0546272355307513
"159","Arizona","Opioid use disorders",2013,0.0169108812769,4,"AZ",0.0546272355307513
"160","Arizona","Opioid use disorders",2014,0.0169668288428,4,"AZ",0.0546272355307513
"161","Arizona","Opioid use disorders",2015,0.0170046861143,4,"AZ",0.0546272355307513
"162","Arizona","Opioid use disorders",2016,0.0170387865219,4,"AZ",0.0546272355307513
"163","Arkansas","Amphetamine use disorders",1990,0.00649221200336,5,"AR",0.0512074210836141
"164","Arkansas","Amphetamine use disorders",1991,0.00647004944136,5,"AR",0.0512074210836141
"165","Arkansas","Amphetamine use disorders",1992,0.00644297271115,5,"AR",0.0512074210836141
"166","Arkansas","Amphetamine use disorders",1993,0.00643729461774,5,"AR",0.0512074210836141
"167","Arkansas","Amphetamine use disorders",1994,0.00642018593625,5,"AR",0.0512074210836141
"168","Arkansas","Amphetamine use disorders",1995,0.00640072743484,5,"AR",0.0512074210836141
"169","Arkansas","Amphetamine use disorders",1996,0.00645863083726,5,"AR",0.0512074210836141
"170","Arkansas","Amphetamine use disorders",1997,0.00650571241039,5,"AR",0.0512074210836141
"171","Arkansas","Amphetamine use disorders",1998,0.00654540501669,5,"AR",0.0512074210836141
"172","Arkansas","Amphetamine use disorders",1999,0.00658986410635,5,"AR",0.0512074210836141
"173","Arkansas","Amphetamine use disorders",2000,0.00663398286354,5,"AR",0.0512074210836141
"174","Arkansas","Amphetamine use disorders",2001,0.00658066008085,5,"AR",0.0512074210836141
"175","Arkansas","Amphetamine use disorders",2002,0.00652708038178,5,"AR",0.0512074210836141
"176","Arkansas","Amphetamine use disorders",2003,0.00647976305955,5,"AR",0.0512074210836141
"177","Arkansas","Amphetamine use disorders",2004,0.00642503470242,5,"AR",0.0512074210836141
"178","Arkansas","Amphetamine use disorders",2005,0.00637371222523,5,"AR",0.0512074210836141
"179","Arkansas","Amphetamine use disorders",2006,0.00634455372703,5,"AR",0.0512074210836141
"180","Arkansas","Amphetamine use disorders",2007,0.00631031541069,5,"AR",0.0512074210836141
"181","Arkansas","Amphetamine use disorders",2008,0.00627387372795,5,"AR",0.0512074210836141
"182","Arkansas","Amphetamine use disorders",2009,0.00623789074518,5,"AR",0.0512074210836141
"183","Arkansas","Amphetamine use disorders",2010,0.00621781565502,5,"AR",0.0512074210836141
"184","Arkansas","Amphetamine use disorders",2011,0.00623145779651,5,"AR",0.0512074210836141
"185","Arkansas","Amphetamine use disorders",2012,0.00624676561462,5,"AR",0.0512074210836141
"186","Arkansas","Amphetamine use disorders",2013,0.00626087072167,5,"AR",0.0512074210836141
"187","Arkansas","Amphetamine use disorders",2014,0.00627800676638,5,"AR",0.0512074210836141
"188","Arkansas","Amphetamine use disorders",2015,0.00629313412862,5,"AR",0.0512074210836141
"189","Arkansas","Amphetamine use disorders",2016,0.00630855492852,5,"AR",0.0512074210836141
"190","Arkansas","Opioid use disorders",1990,0.0130998748549,5,"AR",0.0512074210836141
"191","Arkansas","Opioid use disorders",1991,0.0129783532497,5,"AR",0.0512074210836141
"192","Arkansas","Opioid use disorders",1992,0.0128206624041,5,"AR",0.0512074210836141
"193","Arkansas","Opioid use disorders",1993,0.0127129014686,5,"AR",0.0512074210836141
"194","Arkansas","Opioid use disorders",1994,0.012581639785,5,"AR",0.0512074210836141
"195","Arkansas","Opioid use disorders",1995,0.0124407571519,5,"AR",0.0512074210836141
"196","Arkansas","Opioid use disorders",1996,0.0121018304657,5,"AR",0.0512074210836141
"197","Arkansas","Opioid use disorders",1997,0.0117980049286,5,"AR",0.0512074210836141
"198","Arkansas","Opioid use disorders",1998,0.0115085448655,5,"AR",0.0512074210836141
"199","Arkansas","Opioid use disorders",1999,0.0112760167024,5,"AR",0.0512074210836141
"200","Arkansas","Opioid use disorders",2000,0.0110707612007,5,"AR",0.0512074210836141
"201","Arkansas","Opioid use disorders",2001,0.0110640825158,5,"AR",0.0512074210836141
"202","Arkansas","Opioid use disorders",2002,0.0110527581581,5,"AR",0.0512074210836141
"203","Arkansas","Opioid use disorders",2003,0.0110569764763,5,"AR",0.0512074210836141
"204","Arkansas","Opioid use disorders",2004,0.0110506326202,5,"AR",0.0512074210836141
"205","Arkansas","Opioid use disorders",2005,0.0110547229361,5,"AR",0.0512074210836141
"206","Arkansas","Opioid use disorders",2006,0.0110625888273,5,"AR",0.0512074210836141
"207","Arkansas","Opioid use disorders",2007,0.0110513192351,5,"AR",0.0512074210836141
"208","Arkansas","Opioid use disorders",2008,0.0110392138797,5,"AR",0.0512074210836141
"209","Arkansas","Opioid use disorders",2009,0.011034044335,5,"AR",0.0512074210836141
"210","Arkansas","Opioid use disorders",2010,0.0110453136429,5,"AR",0.0512074210836141
"211","Arkansas","Opioid use disorders",2011,0.01113981501,5,"AR",0.0512074210836141
"212","Arkansas","Opioid use disorders",2012,0.0112242916152,5,"AR",0.0512074210836141
"213","Arkansas","Opioid use disorders",2013,0.0113015125064,5,"AR",0.0512074210836141
"214","Arkansas","Opioid use disorders",2014,0.0113777687366,5,"AR",0.0512074210836141
"215","Arkansas","Opioid use disorders",2015,0.0114490444462,5,"AR",0.0512074210836141
"216","Arkansas","Opioid use disorders",2016,0.0115215909557,5,"AR",0.0512074210836141
"217","California","Amphetamine use disorders",1990,0.00316419411141,6,"CA",0.0663256644050941
"218","California","Amphetamine use disorders",1991,0.00312672866566,6,"CA",0.0663256644050941
"219","California","Amphetamine use disorders",1992,0.00309795198615,6,"CA",0.0663256644050941
"220","California","Amphetamine use disorders",1993,0.00305800084336,6,"CA",0.0663256644050941
"221","California","Amphetamine use disorders",1994,0.00302190000669,6,"CA",0.0663256644050941
"222","California","Amphetamine use disorders",1995,0.00299119087889,6,"CA",0.0663256644050941
"223","California","Amphetamine use disorders",1996,0.00298423912951,6,"CA",0.0663256644050941
"224","California","Amphetamine use disorders",1997,0.00299665403135,6,"CA",0.0663256644050941
"225","California","Amphetamine use disorders",1998,0.00301380609116,6,"CA",0.0663256644050941
"226","California","Amphetamine use disorders",1999,0.00303180222533,6,"CA",0.0663256644050941
"227","California","Amphetamine use disorders",2000,0.00305320642553,6,"CA",0.0663256644050941
"228","California","Amphetamine use disorders",2001,0.00304257359949,6,"CA",0.0663256644050941
"229","California","Amphetamine use disorders",2002,0.0030289737933,6,"CA",0.0663256644050941
"230","California","Amphetamine use disorders",2003,0.00301476863958,6,"CA",0.0663256644050941
"231","California","Amphetamine use disorders",2004,0.00300453715517,6,"CA",0.0663256644050941
"232","California","Amphetamine use disorders",2005,0.00299494826159,6,"CA",0.0663256644050941
"233","California","Amphetamine use disorders",2006,0.0029905870935,6,"CA",0.0663256644050941
"234","California","Amphetamine use disorders",2007,0.00298330188296,6,"CA",0.0663256644050941
"235","California","Amphetamine use disorders",2008,0.00297411070388,6,"CA",0.0663256644050941
"236","California","Amphetamine use disorders",2009,0.00296427836721,6,"CA",0.0663256644050941
"237","California","Amphetamine use disorders",2010,0.00295561085519,6,"CA",0.0663256644050941
"238","California","Amphetamine use disorders",2011,0.00296114858179,6,"CA",0.0663256644050941
"239","California","Amphetamine use disorders",2012,0.00296610081674,6,"CA",0.0663256644050941
"240","California","Amphetamine use disorders",2013,0.00296505544729,6,"CA",0.0663256644050941
"241","California","Amphetamine use disorders",2014,0.0029659000824,6,"CA",0.0663256644050941
"242","California","Amphetamine use disorders",2015,0.00296428286157,6,"CA",0.0663256644050941
"243","California","Amphetamine use disorders",2016,0.00296243386066,6,"CA",0.0663256644050941
"244","California","Opioid use disorders",1990,0.010249721422,6,"CA",0.0663256644050941
"245","California","Opioid use disorders",1991,0.0101778377023,6,"CA",0.0663256644050941
"246","California","Opioid use disorders",1992,0.0101140000825,6,"CA",0.0663256644050941
"247","California","Opioid use disorders",1993,0.00999926425333,6,"CA",0.0663256644050941
"248","California","Opioid use disorders",1994,0.00988452182719,6,"CA",0.0663256644050941
"249","California","Opioid use disorders",1995,0.0097741547049,6,"CA",0.0663256644050941
"250","California","Opioid use disorders",1996,0.00992286396053,6,"CA",0.0663256644050941
"251","California","Opioid use disorders",1997,0.0101251064618,6,"CA",0.0663256644050941
"252","California","Opioid use disorders",1998,0.0103391497453,6,"CA",0.0663256644050941
"253","California","Opioid use disorders",1999,0.0105555516537,6,"CA",0.0663256644050941
"254","California","Opioid use disorders",2000,0.0108003120672,6,"CA",0.0663256644050941
"255","California","Opioid use disorders",2001,0.0105675023942,6,"CA",0.0663256644050941
"256","California","Opioid use disorders",2002,0.0103272329481,6,"CA",0.0663256644050941
"257","California","Opioid use disorders",2003,0.0100958592635,6,"CA",0.0663256644050941
"258","California","Opioid use disorders",2004,0.00988433888168,6,"CA",0.0663256644050941
"259","California","Opioid use disorders",2005,0.00968691157028,6,"CA",0.0663256644050941
"260","California","Opioid use disorders",2006,0.00969970699869,6,"CA",0.0663256644050941
"261","California","Opioid use disorders",2007,0.0097112148078,6,"CA",0.0663256644050941
"262","California","Opioid use disorders",2008,0.00972993043902,6,"CA",0.0663256644050941
"263","California","Opioid use disorders",2009,0.00975586524127,6,"CA",0.0663256644050941
"264","California","Opioid use disorders",2010,0.00979802855542,6,"CA",0.0663256644050941
"265","California","Opioid use disorders",2011,0.00993982665891,6,"CA",0.0663256644050941
"266","California","Opioid use disorders",2012,0.010082805091,6,"CA",0.0663256644050941
"267","California","Opioid use disorders",2013,0.0102179270752,6,"CA",0.0663256644050941
"268","California","Opioid use disorders",2014,0.0103607123005,6,"CA",0.0663256644050941
"269","California","Opioid use disorders",2015,0.0104956528416,6,"CA",0.0663256644050941
"270","California","Opioid use disorders",2016,0.0106303535592,6,"CA",0.0663256644050941
"271","Colorado","Amphetamine use disorders",1990,0.00191145506332,8,"CO",0.0653857702478515
"272","Colorado","Amphetamine use disorders",1991,0.00190022190738,8,"CO",0.0653857702478515
"273","Colorado","Amphetamine use disorders",1992,0.00188925715996,8,"CO",0.0653857702478515
"274","Colorado","Amphetamine use disorders",1993,0.00188193746446,8,"CO",0.0653857702478515
"275","Colorado","Amphetamine use disorders",1994,0.00187644651265,8,"CO",0.0653857702478515
"276","Colorado","Amphetamine use disorders",1995,0.00187432150786,8,"CO",0.0653857702478515
"277","Colorado","Amphetamine use disorders",1996,0.00189691362411,8,"CO",0.0653857702478515
"278","Colorado","Amphetamine use disorders",1997,0.00191979005139,8,"CO",0.0653857702478515
"279","Colorado","Amphetamine use disorders",1998,0.00194345981664,8,"CO",0.0653857702478515
"280","Colorado","Amphetamine use disorders",1999,0.00197197943311,8,"CO",0.0653857702478515
"281","Colorado","Amphetamine use disorders",2000,0.00200071816917,8,"CO",0.0653857702478515
"282","Colorado","Amphetamine use disorders",2001,0.00199994702084,8,"CO",0.0653857702478515
"283","Colorado","Amphetamine use disorders",2002,0.00199359878662,8,"CO",0.0653857702478515
"284","Colorado","Amphetamine use disorders",2003,0.00197789801012,8,"CO",0.0653857702478515
"285","Colorado","Amphetamine use disorders",2004,0.00196971506978,8,"CO",0.0653857702478515
"286","Colorado","Amphetamine use disorders",2005,0.00195773085029,8,"CO",0.0653857702478515
"287","Colorado","Amphetamine use disorders",2006,0.00194691805101,8,"CO",0.0653857702478515
"288","Colorado","Amphetamine use disorders",2007,0.00193370065201,8,"CO",0.0653857702478515
"289","Colorado","Amphetamine use disorders",2008,0.00192436527148,8,"CO",0.0653857702478515
"290","Colorado","Amphetamine use disorders",2009,0.00191220640945,8,"CO",0.0653857702478515
"291","Colorado","Amphetamine use disorders",2010,0.00190581338707,8,"CO",0.0653857702478515
"292","Colorado","Amphetamine use disorders",2011,0.00192426995668,8,"CO",0.0653857702478515
"293","Colorado","Amphetamine use disorders",2012,0.00194502866913,8,"CO",0.0653857702478515
"294","Colorado","Amphetamine use disorders",2013,0.00196682170458,8,"CO",0.0653857702478515
"295","Colorado","Amphetamine use disorders",2014,0.00199268064433,8,"CO",0.0653857702478515
"296","Colorado","Amphetamine use disorders",2015,0.00201749291516,8,"CO",0.0653857702478515
"297","Colorado","Amphetamine use disorders",2016,0.00204231611662,8,"CO",0.0653857702478515
"298","Colorado","Opioid use disorders",1990,0.00720125926132,8,"CO",0.0653857702478515
"299","Colorado","Opioid use disorders",1991,0.00727742512385,8,"CO",0.0653857702478515
"300","Colorado","Opioid use disorders",1992,0.00733014319697,8,"CO",0.0653857702478515
"301","Colorado","Opioid use disorders",1993,0.00738888242876,8,"CO",0.0653857702478515
"302","Colorado","Opioid use disorders",1994,0.00744911539891,8,"CO",0.0653857702478515
"303","Colorado","Opioid use disorders",1995,0.00750878060089,8,"CO",0.0653857702478515
"304","Colorado","Opioid use disorders",1996,0.00786154057776,8,"CO",0.0653857702478515
"305","Colorado","Opioid use disorders",1997,0.00822821714718,8,"CO",0.0653857702478515
"306","Colorado","Opioid use disorders",1998,0.00862637569396,8,"CO",0.0653857702478515
"307","Colorado","Opioid use disorders",1999,0.00909617131517,8,"CO",0.0653857702478515
"308","Colorado","Opioid use disorders",2000,0.00962345533366,8,"CO",0.0653857702478515
"309","Colorado","Opioid use disorders",2001,0.00961212468502,8,"CO",0.0653857702478515
"310","Colorado","Opioid use disorders",2002,0.00958061530246,8,"CO",0.0653857702478515
"311","Colorado","Opioid use disorders",2003,0.00950723124754,8,"CO",0.0653857702478515
"312","Colorado","Opioid use disorders",2004,0.00949492021394,8,"CO",0.0653857702478515
"313","Colorado","Opioid use disorders",2005,0.00944508321684,8,"CO",0.0653857702478515
"314","Colorado","Opioid use disorders",2006,0.00954846514057,8,"CO",0.0653857702478515
"315","Colorado","Opioid use disorders",2007,0.00964784716913,8,"CO",0.0653857702478515
"316","Colorado","Opioid use disorders",2008,0.0097690814039,8,"CO",0.0653857702478515
"317","Colorado","Opioid use disorders",2009,0.00987811981125,8,"CO",0.0653857702478515
"318","Colorado","Opioid use disorders",2010,0.0100221570119,8,"CO",0.0653857702478515
"319","Colorado","Opioid use disorders",2011,0.0102732092419,8,"CO",0.0653857702478515
"320","Colorado","Opioid use disorders",2012,0.0105501614422,8,"CO",0.0653857702478515
