"Table 12. Alcohol Use in the Past Month, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2015 and 2016 NSDUHs",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2015 and 2016.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
11,Colorado,"2,628","2,497","2,758",43,35,52,380,358,402,"2,205","2,079","2,327","2,586","2,454","2,713"
12,Connecticut,"1,805","1,713","1,896",31,25,38,262,246,276,"1,512","1,423","1,598","1,774","1,681","1,863"
13,Delaware,416,392,439,6,5,8,56,52,59,354,332,376,409,386,432
14,District of Columbia,397,382,411,3,2,4,69,66,72,325,311,338,394,379,407
15,Florida,"9,301","9,019","9,581",129,111,149,"1,134","1,086","1,181","8,038","7,763","8,310","9,172","8,892","9,450"
16,Georgia,"3,859","3,673","4,046",59,48,73,599,563,636,"3,201","3,024","3,378","3,800","3,615","3,985"
17,Hawaii,509,477,542,9,7,11,70,65,76,430,398,462,501,468,533
18,Idaho,607,571,644,13,10,16,84,77,91,510,475,545,594,558,630
19,Illinois,"5,726","5,534","5,917",98,85,113,834,798,870,"4,794","4,609","4,976","5,628","5,436","5,817"
20,Indiana,"2,774","2,619","2,929",50,40,62,442,414,468,"2,282","2,133","2,429","2,724","2,569","2,877"
21,Iowa,"1,494","1,423","1,564",23,18,28,234,221,247,"1,237","1,169","1,303","1,471","1,400","1,540"
22,Kansas,"1,314","1,251","1,376",24,20,30,192,180,205,"1,097","1,037","1,155","1,289","1,227","1,350"
23,Kentucky,"1,505","1,407","1,604",32,26,39,239,221,258,"1,234","1,141","1,328","1,473","1,376","1,572"
24,Louisiana,"1,927","1,821","2,033",39,31,48,280,261,298,"1,608","1,508","1,708","1,888","1,782","1,992"
25,Maine,657,624,689,11,9,13,81,76,86,565,533,597,646,613,678
26,Maryland,"2,807","2,673","2,939",44,36,55,385,361,408,"2,378","2,249","2,503","2,763","2,629","2,893"
27,Massachusetts,"3,453","3,297","3,606",55,45,68,551,520,580,"2,847","2,698","2,992","3,398","3,242","3,549"
28,Michigan,"4,472","4,327","4,617",81,70,93,660,632,689,"3,731","3,590","3,870","4,391","4,246","4,534"
29,Minnesota,"2,738","2,614","2,859",44,36,54,381,359,401,"2,313","2,193","2,427","2,694","2,570","2,812"
30,Mississippi,903,840,969,19,15,23,155,142,167,730,669,792,884,821,949
31,Missouri,"2,602","2,466","2,738",47,38,57,385,362,408,"2,170","2,040","2,299","2,556","2,420","2,690"
32,Montana,500,476,524,8,7,10,69,65,73,423,400,446,492,468,515
33,Nebraska,915,872,957,14,11,17,133,125,141,768,727,808,901,859,943
34,Nevada,"1,237","1,162","1,311",28,22,34,153,141,165,"1,056",984,"1,127","1,209","1,135","1,282"
35,New Hampshire,731,700,762,11,9,14,99,93,104,621,591,650,720,689,750
36,New Jersey,"4,044","3,865","4,223",73,61,87,547,517,576,"3,424","3,251","3,595","3,971","3,792","4,147"
37,New Mexico,833,782,884,16,13,20,122,113,130,695,647,744,817,766,867
38,New York,"9,163","8,894","9,429",161,141,184,"1,376","1,322","1,428","7,626","7,366","7,882","9,002","8,734","9,266"
39,North Carolina,"3,712","3,530","3,895",57,46,70,564,530,597,"3,091","2,916","3,267","3,655","3,473","3,837"
40,North Dakota,370,354,386,6,5,8,70,66,74,294,279,309,364,348,380
41,Ohio,"5,052","4,878","5,226",81,69,95,731,700,762,"4,240","4,071","4,407","4,971","4,797","5,144"
42,Oklahoma,"1,352","1,262","1,443",27,22,34,223,206,240,"1,102","1,016","1,188","1,324","1,234","1,415"
43,Oregon,"2,025","1,934","2,115",29,23,36,262,247,278,"1,734","1,646","1,818","1,996","1,905","2,085"
44,Pennsylvania,"6,050","5,858","6,239",93,80,108,837,802,871,"5,119","4,934","5,301","5,957","5,766","6,145"
45,Rhode Island,552,525,578,9,7,11,86,81,91,457,431,482,543,517,569
46,South Carolina,"1,861","1,749","1,974",32,25,39,291,271,311,"1,538","1,432","1,645","1,829","1,718","1,941"
47,South Dakota,411,392,430,7,6,9,60,57,64,344,326,362,404,385,423
48,Tennessee,"2,369","2,221","2,521",40,32,51,347,321,374,"1,982","1,840","2,125","2,329","2,181","2,478"
49,Texas,"10,523","10,207","10,839",212,182,247,"1,624","1,549","1,698","8,687","8,389","8,984","10,311","9,998","10,622"
50,Utah,709,651,770,15,11,22,145,128,163,549,495,605,693,636,753
51,Vermont,327,310,343,6,5,7,52,49,54,270,254,285,321,305,337
52,Virginia,"3,613","3,462","3,764",64,54,76,547,519,575,"3,002","2,858","3,145","3,549","3,398","3,698"
53,Washington,"3,364","3,188","3,538",47,38,59,428,400,455,"2,889","2,718","3,055","3,317","3,141","3,488"
54,West Virginia,636,590,682,14,11,17,101,93,108,521,477,566,622,576,668
55,Wisconsin,"2,957","2,827","3,084",49,39,60,430,408,450,"2,479","2,353","2,599","2,909","2,778","3,034"
56,Wyoming,250,236,265,4,3,5,38,36,41,208,194,222,246,231,260
