"Table 14. Perceptions of Great Risk from Having Five or More Drinks of an Alcoholic Beverage Once or Twice a Week, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2015 and 2016 NSDUHs",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2015 and 2016.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
18,Idaho,594,560,629,63,58,69,67,60,74,464,433,496,531,498,564
19,Illinois,"4,688","4,498","4,880",417,391,444,472,438,507,"3,799","3,621","3,979","4,271","4,086","4,458"
20,Indiana,"2,307","2,157","2,459",222,203,242,249,223,276,"1,836","1,697","1,978","2,085","1,940","2,233"
21,Iowa,915,849,983,92,83,101,100,88,113,723,663,785,823,760,889
22,Kansas,884,827,942,89,81,98,105,93,117,691,639,744,795,741,851
23,Kentucky,"1,557","1,465","1,650",143,131,156,167,150,185,"1,246","1,163","1,331","1,413","1,325","1,503"
24,Louisiana,"1,702","1,602","1,802",168,155,182,199,180,218,"1,334","1,244","1,426","1,533","1,437","1,630"
25,Maine,461,431,492,34,31,37,35,31,40,393,364,422,427,398,457
26,Maryland,"2,309","2,182","2,437",213,195,231,231,208,254,"1,866","1,749","1,984","2,096","1,973","2,220"
27,Massachusetts,"2,324","2,174","2,477",196,177,216,240,211,271,"1,888","1,753","2,026","2,128","1,984","2,275"
28,Michigan,"3,285","3,139","3,432",309,289,330,364,337,392,"2,612","2,474","2,751","2,976","2,832","3,120"
29,Minnesota,"1,744","1,628","1,864",166,150,182,172,152,192,"1,407","1,300","1,517","1,578","1,466","1,694"
30,Mississippi,"1,178","1,111","1,245",118,109,128,146,133,158,914,853,975,"1,060",996,"1,124"
31,Missouri,"1,997","1,863","2,135",190,173,207,205,182,229,"1,602","1,478","1,729","1,807","1,678","1,940"
32,Montana,300,278,323,26,24,29,29,25,32,245,224,266,274,252,296
33,Nebraska,582,543,622,57,52,63,63,56,72,461,426,497,524,487,563
34,Nevada,"1,082","1,012","1,153",92,83,100,126,114,138,865,800,931,991,922,"1,060"
35,New Hampshire,444,414,475,37,33,40,42,37,47,366,338,394,407,378,437
36,New Jersey,"3,611","3,441","3,781",319,296,342,318,290,348,"2,974","2,816","3,132","3,292","3,127","3,457"
37,New Mexico,831,785,877,74,68,80,93,85,102,664,622,706,757,713,801
38,New York,"7,581","7,311","7,852",619,585,654,831,780,883,"6,131","5,876","6,388","6,962","6,695","7,229"
39,North Carolina,"3,882","3,704","4,061",354,329,379,403,370,437,"3,125","2,960","3,291","3,528","3,356","3,700"
40,North Dakota,244,228,260,21,19,23,30,26,34,193,179,208,223,208,239
41,Ohio,"3,883","3,718","4,049",367,344,389,410,380,441,"3,106","2,950","3,265","3,516","3,354","3,679"
42,Oklahoma,"1,421","1,336","1,506",137,125,149,156,140,173,"1,128","1,049","1,207","1,284","1,202","1,367"
43,Oregon,"1,446","1,359","1,534",115,105,126,138,124,154,"1,192","1,112","1,274","1,331","1,246","1,416"
44,Pennsylvania,"4,264","4,080","4,451",394,370,419,426,394,460,"3,443","3,269","3,621","3,870","3,690","4,052"
45,Rhode Island,371,345,397,31,28,34,44,39,49,296,273,320,340,315,365
46,South Carolina,"1,790","1,683","1,898",156,142,169,190,171,210,"1,445","1,346","1,544","1,635","1,531","1,739"
47,South Dakota,261,244,279,26,23,28,25,22,29,210,195,227,236,219,253
48,Tennessee,"2,600","2,448","2,752",243,223,263,269,244,295,"2,088","1,948","2,229","2,357","2,210","2,504"
49,Texas,"10,842","10,526","11,156","1,100","1,042","1,159","1,287","1,216","1,360","8,454","8,162","8,746","9,742","9,435","10,047"
50,Utah,"1,164","1,103","1,224",151,140,163,167,151,184,845,793,898,"1,012",955,"1,070"
51,Vermont,194,180,209,15,13,16,19,16,22,161,147,175,179,165,194
52,Virginia,"2,940","2,793","3,088",268,249,288,297,269,325,"2,375","2,237","2,515","2,672","2,529","2,816"
53,Washington,"2,469","2,306","2,634",204,184,224,263,236,291,"2,002","1,852","2,156","2,265","2,107","2,425"
54,West Virginia,636,592,682,48,44,53,58,51,64,531,489,573,588,545,632
55,Wisconsin,"1,677","1,554","1,804",159,142,177,180,160,201,"1,338","1,225","1,455","1,518","1,400","1,640"
56,Wyoming,202,189,215,17,16,19,22,20,24,162,151,174,184,172,197
