"Table 18. Perceptions of Great Risk from Smoking One or More Packs of Cigarettes per Day, by Age Group and State: Estimated Numbers (in Thousands), Annual Averages Based on 2015 and 2016 NSDUHs",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
NOTE: Estimated numbers appearing as 0 in this table mean that the estimate is greater than 0 but less than 500 (because estimated numbers are shown in thousands).,,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2015 and 2016.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
18,Idaho,978,947,"1,006",99,94,104,117,111,122,762,733,788,878,849,906
19,Illinois,"7,823","7,655","7,986",697,672,720,946,912,979,"6,180","6,022","6,331","7,126","6,961","7,285"
20,Indiana,"3,770","3,638","3,896",356,336,375,471,444,496,"2,943","2,817","3,063","3,414","3,284","3,538"
21,Iowa,"1,711","1,646","1,775",160,151,169,220,207,233,"1,331","1,269","1,391","1,551","1,487","1,614"
22,Kansas,"1,586","1,529","1,641",164,156,172,211,199,222,"1,211","1,156","1,263","1,422","1,365","1,476"
23,Kentucky,"2,375","2,281","2,466",216,203,228,283,265,301,"1,876","1,786","1,961","2,159","2,067","2,248"
24,Louisiana,"2,627","2,536","2,714",243,230,256,336,318,353,"2,048","1,961","2,131","2,384","2,295","2,469"
25,Maine,818,789,845,63,60,66,79,75,84,675,648,702,755,726,782
26,Maryland,"3,845","3,743","3,943",325,308,340,441,420,460,"3,080","2,983","3,170","3,521","3,420","3,615"
27,Massachusetts,"4,332","4,202","4,454",346,328,363,551,524,577,"3,434","3,312","3,549","3,986","3,858","4,105"
28,Michigan,"5,841","5,705","5,973",523,504,543,728,702,753,"4,590","4,458","4,716","5,317","5,184","5,446"
29,Minnesota,"3,204","3,097","3,306",296,280,310,372,352,391,"2,536","2,434","2,632","2,908","2,804","3,008"
30,Mississippi,"1,699","1,640","1,755",151,141,160,220,208,231,"1,328","1,272","1,381","1,548","1,490","1,603"
31,Missouri,"3,340","3,214","3,462",312,293,329,404,381,427,"2,624","2,503","2,740","3,028","2,904","3,148"
32,Montana,610,589,630,48,46,51,71,67,74,491,471,510,562,541,581
33,Nebraska,"1,043","1,002","1,081",101,96,107,137,129,145,804,766,840,941,902,979
34,Nevada,"1,786","1,727","1,841",147,139,155,204,194,213,"1,435","1,378","1,487","1,639","1,580","1,693"
35,New Hampshire,836,809,861,69,66,72,95,90,100,672,646,696,767,740,792
36,New Jersey,"5,843","5,707","5,971",510,490,528,626,599,652,"4,707","4,576","4,828","5,333","5,199","5,458"
37,New Mexico,"1,249","1,209","1,287",106,100,112,147,139,155,996,958,"1,032","1,143","1,104","1,180"
38,New York,"12,857","12,637","13,069","1,025",992,"1,056","1,563","1,515","1,609","10,269","10,060","10,468","11,832","11,617","12,039"
39,North Carolina,"5,935","5,776","6,090",527,503,551,693,661,723,"4,715","4,562","4,861","5,408","5,250","5,559"
40,North Dakota,414,398,428,35,33,37,67,64,71,311,297,325,379,363,393
41,Ohio,"6,504","6,347","6,657",603,580,626,776,745,805,"5,125","4,975","5,271","5,901","5,746","6,051"
42,Oklahoma,"2,161","2,081","2,238",195,183,207,276,260,291,"1,690","1,614","1,763","1,966","1,887","2,041"
43,Oregon,"2,472","2,391","2,549",203,193,213,271,256,286,"1,997","1,919","2,070","2,268","2,188","2,344"
44,Pennsylvania,"7,615","7,442","7,784",648,625,671,908,875,939,"6,059","5,891","6,222","6,967","6,796","7,133"
45,Rhode Island,678,657,698,51,48,53,89,85,93,538,518,557,627,607,647
46,South Carolina,"2,895","2,801","2,985",243,230,256,341,322,359,"2,311","2,222","2,395","2,652","2,559","2,740"
47,South Dakota,472,455,488,43,40,45,58,54,61,372,355,387,429,413,445
48,Tennessee,"3,840","3,705","3,969",337,317,355,452,428,475,"3,051","2,922","3,173","3,503","3,371","3,629"
49,Texas,"16,403","16,120","16,678","1,618","1,563","1,671","2,127","2,061","2,190","12,659","12,394","12,912","14,785","14,510","15,050"
50,Utah,"1,790","1,739","1,838",216,205,226,275,261,288,"1,300","1,254","1,342","1,575","1,526","1,620"
51,Vermont,384,371,397,30,28,31,49,47,52,305,293,317,355,342,367
52,Virginia,"4,997","4,865","5,125",433,414,451,602,575,628,"3,962","3,838","4,081","4,565","4,435","4,688"
53,Washington,"4,303","4,158","4,441",361,342,379,506,480,530,"3,436","3,297","3,566","3,942","3,799","4,077"
54,West Virginia,"1,025",984,"1,064",84,80,89,112,105,118,829,789,867,940,900,979
55,Wisconsin,"3,382","3,263","3,496",305,289,320,418,397,438,"2,660","2,547","2,767","3,077","2,960","3,189"
56,Wyoming,320,308,332,28,27,30,40,38,42,252,240,263,292,280,303
